property,G08 reproduction,this work
r(z=0) [mm],3.419347079872562,2.933976379807796
t_fall [min],76.58484244727524,80.24266303994588
v(z=0) [m/s],1.5377769149179488,1.4505646986305665
fCH4(z=0) [m/s],0.7706067974417355,0.767707043396774
fN2(z=0) [m/s],0.22939320255826443,0.23229295660322605
Tdrop(z=0) [m/s],89.96073575811872,89.86644280500389
