1.043	0.984
0.956	0.986
0.899	0.988
0.818	0.99
0.699	0.994
1.293	0.982
1.295	0.985
1.195	0.986
1.196	0.985
1.108	0.984
1.51	0.961
1.544	0.959
1.398	0.973
1.54	0.954
