0.69,2.78
0.77,3.18
0.79,3.14
2.29,6.97
3.38,8.27
4.07,8.76
4.42,8.99
4.93,9.02
5.42,9.18
5.95,9.18
5.95,9.19
6.24,9.09
6.37,9.14
6.67,9.17
7.25,9.16
