4.799, 7968.890
4.797, 7531.414
4.795, 7024.863
4.793, 6518.311
4.791, 6011.760
4.743, 5505.195
4.696, 5021.655
4.694, 4515.103
4.604, 4031.550
4.515, 3501.947
4.428, 2995.369
4.302, 2511.802
4.179, 2005.210
4.021, 1498.605
3.833, 1015.012
3.619, 508.380
3.352, 1.721
