0.00005,0.27
0.0001,0.72
0.00015,1.17
0.0002,1.62
0.00025,2.06
0.0003,2.47
0.00035,2.87
0.0004,3.27
0.00045,3.67
0.0005,4.03
0.0006,4.64
0.0007,5.17
0.0008,5.65
0.0009,6.09
0.001,6.49
0.0011,6.9
0.0012,7.27
0.0013,7.57
0.0014,7.82
0.0015,8.06
0.0016,8.26
0.0017,8.44
0.0018,8.6
0.0019,8.72
0.002,8.83
0.0021,8.92
0.0022,8.98
0.0023,9.03
0.0024,9.07
0.0025,9.09
0.0026,9.12
0.0027,9.14
0.0028,9.16
0.0029,9.17
